Escolha a chave pra ordenara saida BEST: ['nome', 'ModeRecall', 'Attempted', 'ModePrecision', 'Precision', 'TotalWithMode', 'Recall', 'Total']: Recall


RECALL	-----------------------
{'nome': 'embbedings-7-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 32.36, 'TotalWithMode': 1230.0, 'Recall': 32.36, 'Total': 1696.0}
{'nome': 'embbedings-6-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 31.79, 'TotalWithMode': 1230.0, 'Recall': 31.79, 'Total': 1696.0}
{'nome': 'embbedings-5-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 31.22, 'TotalWithMode': 1230.0, 'Recall': 31.22, 'Total': 1696.0}
{'nome': 'frequencia-6-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 30.49, 'TotalWithMode': 1230.0, 'Recall': 30.49, 'Total': 1696.0}
{'nome': 'embbedings-1-AUTO.oot', 'Attempted': 1230.0, 'Precision': 30.16, 'TotalWithMode': 1230.0, 'Recall': 30.16, 'Total': 1696.0}
{'nome': 'embbedings-4-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 29.67, 'TotalWithMode': 1230.0, 'Recall': 29.67, 'Total': 1696.0}
{'nome': 'alvaro-2-AUTO.oot', 'Attempted': 1229.0, 'Precision': 29.37, 'TotalWithMode': 1230.0, 'Recall': 29.35, 'Total': 1696.0}
{'nome': 'frequencia-5-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 27.32, 'TotalWithMode': 1230.0, 'Recall': 27.32, 'Total': 1696.0}
{'nome': 'embbedings-3-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 27.15, 'TotalWithMode': 1230.0, 'Recall': 27.15, 'Total': 1696.0}
{'nome': 'frequencia-4-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 23.09, 'TotalWithMode': 1230.0, 'Recall': 23.09, 'Total': 1696.0}
{'nome': 'embbedings-2-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 22.11, 'TotalWithMode': 1230.0, 'Recall': 22.11, 'Total': 1696.0}
